113188000,02/04/2010,13643,"Serv Publi NEXTEL C. ARGENTINA","D",276.10
113169000,02/04/2010,13643,"Serv Publi NEXTEL C. ARGENTINA","H",276.10
113188000,03/04/2010,13645,"Serv Publi TELEFONICA DE ARGEN","D",34.11
113169000,03/04/2010,13645,"Serv Publi TELEFONICA DE ARGEN","H",34.11
113169000,31/03/2011,32143,"CIERRE CUENTA PATRIMONIAL","D",80.00
113169000,31/03/2011,32143,"CIERRE CUENTA PATRIMONIAL","H",80.00
